rounds\state,1,3,9,13,15
65,9,9,9,9,1
152,9,9,9,9,13
96,9,9,9,9,13
82,9,9,9,9,13
165,9,9,9,9,15
92,9,9,9,9,13
41,9,9,9,9,13
134,9,9,9,9,1
20,9,13,9,9,13
147,9,9,9,13,1
35,9,9,9,9,13
127,9,9,9,9,13
67,9,9,9,9,1
107,9,9,9,9,13
40,9,9,9,13,1
133,9,9,9,9,13
159,9,9,9,9,13
173,9,9,9,9,1
112,9,9,9,9,1
44,9,13,9,9,13
125,9,9,9,9,13
56,9,9,9,9,13
42,9,9,9,9,13
174,9,9,9,15,13
122,9,9,9,9,13
72,9,9,9,9,13
129,9,9,9,9,13
85,9,9,9,9,15
146,9,9,9,9,15
47,9,9,9,9,13
181,1,9,9,9,1
54,9,9,9,9,1
88,9,9,9,9,15
178,9,9,9,9,13
86,9,9,9,9,1
136,9,9,9,9,1
70,9,9,9,9,13
8,9,9,9,9,13
104,9,9,9,9,13
181,9,9,9,9,1
189,13,9,9,9,1
112,13,9,9,9,1
135,9,9,9,9,1
62,1,9,9,9,13
138,9,9,9,9,13
159,9,9,3,9,13
85,9,9,9,9,1
43,9,9,9,9,13
70,1,9,9,9,1
106,1,9,9,9,13
117,1,9,9,15,13
101,9,13,3,15,13
180,1,9,9,9,13
146,1,9,9,9,1
61,1,9,3,9,13
8,9,9,9,9,13
165,1,9,9,9,15
129,13,9,9,9,1
78,1,9,9,9,13
63,1,9,9,9,13
81,9,9,9,9,13
185,9,9,9,9,1
148,13,9,9,9,13
66,9,9,9,9,13
103,9,9,9,9,1
97,1,9,9,9,13
151,13,9,9,9,13
156,9,15,9,9,13
91,13,9,3,9,13
177,1,9,9,15,13
118,1,9,9,13,13
79,9,9,9,9,13
169,9,13,9,9,13
13,9,9,9,9,13
74,9,9,9,9,1
122,1,9,9,9,13
162,1,9,3,9,1
121,9,9,9,9,13
49,9,9,9,13,1
99,9,9,9,9,1
92,9,9,9,9,15
190,9,9,9,9,1
34,9,9,9,9,1
26,9,9,9,9,1
174,9,9,9,13,15
183,9,9,9,9,15
196,9,9,9,9,1
114,9,9,9,9,1
6,9,9,9,15,1
141,9,9,9,9,1
130,9,13,9,9,1
31,9,9,9,15,1
167,9,9,9,9,1
149,9,9,9,9,15
24,9,9,9,13,1
101,9,13,9,15,1
56,9,9,9,9,1
55,9,9,9,9,1
83,9,9,9,9,1
80,9,9,9,9,1
139,9,9,9,9,1
163,9,9,9,9,1
189,9,9,9,9,1
137,9,9,9,9,1
98,9,13,9,9,1
82,9,13,9,9,15
48,9,9,9,9,1
100,9,9,9,9,1
143,9,9,9,9,1
133,9,9,9,9,1
51,9,9,9,9,1
42,9,9,9,9,1
151,9,9,9,9,15
63,9,13,9,9,1
73,9,9,9,15,1
108,9,9,9,9,1
115,9,9,9,9,1
43,9,9,9,9,15
148,9,9,9,9,1
170,9,13,9,9,1
107,9,9,9,9,1
124,9,13,9,9,1
56,9,9,9,9,1
85,9,9,9,9,15
22,9,9,9,9,1
160,9,9,9,9,1
102,9,9,9,9,1
193,9,9,9,9,1
176,9,9,9,9,1
12,9,9,9,9,1
71,9,9,9,9,1
89,9,9,9,13,1
192,9,9,9,9,1
69,9,13,9,9,15
129,9,9,9,9,1
181,1,9,9,9,1
168,9,9,9,9,1
140,9,13,9,9,1
126,9,13,9,9,1
46,9,9,9,9,1
104,9,9,9,9,1
10,9,9,9,9,1
75,9,9,9,9,1
25,9,9,9,13,1
175,9,9,9,9,1
18,9,9,9,9,1
113,9,9,9,9,1
154,9,13,9,9,1
149,9,9,9,9,1
195,9,9,9,15,1
133,9,9,9,9,1
167,9,9,9,9,1
41,9,9,9,9,1
152,9,9,9,9,1
178,9,9,9,9,1
63,9,13,9,9,1
149,9,9,9,9,13
144,9,9,9,9,15
105,9,9,9,9,13
155,9,9,9,9,1
122,9,9,9,9,13
160,9,9,9,9,1
63,9,9,9,9,13
71,9,9,9,9,13
82,9,9,9,9,13
139,9,9,9,9,1
11,9,9,9,9,13
30,9,9,9,9,1
88,9,9,9,9,15
68,9,9,9,9,1
87,9,9,9,9,13
102,9,9,9,9,1
117,9,9,9,9,1
36,9,9,9,9,13
61,9,9,9,9,13
53,9,9,9,13,1
121,9,9,9,9,13
51,9,9,9,9,1
154,9,9,9,9,1
24,9,9,9,13,1
171,9,9,9,9,1
31,9,9,9,9,13
78,9,9,9,9,1
9,9,9,9,9,13
60,9,9,3,9,13
152,9,9,9,9,1
127,9,9,9,9,1
184,9,9,9,9,13
129,9,9,9,9,1
176,9,9,9,9,13
116,9,9,9,9,1
10,9,9,9,9,1
107,9,9,9,9,1
72,9,9,9,9,13
81,9,9,9,9,13
