rounds\state,1,3,9,13,15
1,1,3,9,13,15
3,1,3,9,13,15
4,1,3,9,13,15
13,1,3,9,13,15
18,1,3,9,13,15
27,1,3,9,13,15
29,1,3,9,13,15
44,1,3,9,13,15
47,1,3,9,13,15
50,1,3,9,13,15
59,1,3,9,13,15
61,1,3,9,13,15
63,1,3,9,13,15
68,1,3,9,13,15
69,1,3,9,13,15
71,1,3,9,13,15
83,1,3,9,13,15
86,1,3,9,13,15
87,1,3,9,13,15
90,1,3,9,13,15
97,1,3,9,13,15
104,1,3,9,13,15
106,1,3,9,13,15
109,1,3,9,13,15
110,1,3,9,13,15
112,1,3,9,13,15
121,1,3,9,13,15
130,1,3,9,13,15
139,1,3,9,13,15
146,1,3,9,13,15
153,1,3,9,13,15
158,1,3,9,13,15
162,1,3,13,13,15
165,1,3,9,13,15
170,1,3,9,13,15
173,1,3,9,13,15
179,1,3,9,13,15
180,1,3,9,13,15
185,1,3,9,13,15
196,1,3,9,13,15
3,1,3,9,13,15
4,1,3,9,13,15
11,1,3,9,13,15
18,1,3,9,13,15
20,1,3,9,13,15
24,1,3,9,13,15
42,1,3,9,13,15
43,1,3,9,13,15
44,1,3,9,13,15
54,1,3,9,13,15
62,1,3,9,13,15
68,1,3,9,13,15
69,1,3,9,13,15
70,1,3,9,13,15
76,1,3,9,13,15
80,1,3,9,13,15
85,1,3,9,13,15
86,1,3,9,13,15
90,1,3,9,13,15
97,1,3,9,13,15
98,1,3,9,13,15
108,1,3,9,13,15
110,1,3,9,13,15
113,1,3,9,13,15
120,1,3,9,13,15
122,1,3,9,13,15
127,1,3,9,13,15
136,1,3,9,13,15
140,1,3,9,13,15
145,1,3,9,13,15
148,1,3,9,13,15
149,1,3,9,13,15
153,1,3,9,13,15
156,1,3,9,13,15
166,1,3,9,13,15
176,1,3,9,13,15
181,1,3,9,13,15
182,1,3,9,13,15
187,1,3,9,13,15
188,1,3,9,13,15
11,1,3,9,13,15
12,1,3,9,13,15
16,1,3,9,13,15
20,1,3,9,13,15
25,1,3,9,13,15
37,1,3,9,13,15
38,1,3,9,13,15
42,1,3,9,13,15
47,1,3,9,13,15
59,1,3,9,13,15
62,1,3,9,13,15
64,1,3,9,13,15
66,1,3,9,13,15
80,1,3,9,13,15
81,1,3,9,13,15
82,1,3,9,13,15
84,1,3,9,13,15
90,1,3,9,13,15
92,1,3,9,13,15
94,1,3,9,13,15
103,1,3,13,13,15
104,1,3,9,13,15
108,1,3,9,13,15
110,1,3,9,13,15
120,1,3,9,13,15
123,1,3,9,13,15
128,1,3,9,13,15
129,1,3,9,13,15
131,1,3,9,13,15
135,1,3,9,13,15
141,1,3,9,13,15
145,1,3,9,13,15
147,1,3,9,13,15
165,1,3,9,13,15
177,1,3,9,13,15
183,1,3,9,13,15
184,1,3,9,13,15
190,1,3,9,13,15
193,1,3,9,13,15
195,1,3,9,13,15
1,1,3,9,13,15
22,1,3,9,13,15
26,1,3,9,13,15
34,1,3,9,13,15
40,1,3,9,13,15
42,1,3,9,13,15
45,1,3,9,13,15
46,1,3,9,13,15
54,1,3,9,13,15
58,1,3,9,13,15
59,1,3,9,13,15
60,1,3,9,13,15
64,1,3,9,13,15
67,1,3,9,13,15
75,1,3,9,13,15
76,1,3,9,13,15
77,1,3,9,13,15
82,1,3,9,13,15
86,1,3,9,13,15
93,1,3,9,13,15
96,1,3,9,13,15
98,1,3,9,13,15
100,1,3,9,13,15
104,1,3,9,13,15
110,1,3,9,13,15
117,1,3,9,13,15
120,1,3,9,13,15
124,1,3,9,13,15
127,1,3,9,13,15
134,1,3,9,13,15
137,1,3,9,13,15
152,1,3,9,13,15
156,1,3,9,13,15
162,1,3,13,13,15
171,1,3,9,13,15
182,1,3,9,13,15
187,1,3,9,13,15
191,1,3,9,13,15
192,1,3,9,13,15
193,1,3,9,13,15
5,1,3,9,13,15
7,1,3,9,13,15
9,1,3,9,13,15
20,1,3,9,13,15
22,1,3,9,13,15
23,1,3,9,13,15
34,1,3,9,13,15
38,1,3,9,13,15
40,1,3,9,13,15
42,1,3,9,13,15
44,1,3,9,13,15
46,1,3,9,13,15
56,1,3,9,13,15
58,1,3,9,13,15
61,1,3,9,13,15
68,1,3,9,13,15
75,1,3,9,13,15
76,1,3,9,13,15
84,1,3,9,13,15
88,1,3,9,13,15
89,1,3,9,13,15
92,1,3,9,13,15
94,1,3,9,13,15
106,1,3,9,13,15
114,1,3,9,13,15
124,1,3,9,13,15
126,1,3,9,13,15
128,1,3,9,13,15
135,1,3,9,13,15
140,1,3,9,13,15
146,1,3,9,13,15
151,1,3,9,13,15
160,1,3,9,13,15
164,1,3,9,13,15
168,1,3,9,13,15
178,1,3,9,13,15
179,1,3,9,13,15
183,1,3,9,13,15
184,1,3,9,13,15
189,1,3,9,13,15
